   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 2- 1	 0- 2	 4- 1	    11981.42	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 0- 0	     4253.76	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 0- 1	     4957.94	 4.278	0.05	0.10
 2- 1	 0- 3	 0- 2	     8265.77	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 1- 0	     3623.84	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 1- 1	     2779.37	 7.632	0.08	0.10
 2- 1	 0- 3	 1- 2	     5516.15	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 1- 3	    12504.13	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 2- 0	     5002.11	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 2- 1	     4279.58	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 2- 2	     6776.14	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 3- 0	    10635.65	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 3- 1	     8412.29	Ej Spelad	0.10	0.10
 2- 1	 0- 3	 3- 2	    14303.12	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 0- 0	    12991.22	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 0- 1	    15141.82	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 1- 0	    11067.40	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 1- 1	     8488.33	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 2- 0	    15276.71	Ej Spelad	0.10	0.10
 2- 1	 0- 4	 2- 1	    13070.08	Ej Spelad	0.10	0.10
 2- 1	 1- 0	 0- 0	     1327.84	 1.452	0.11	0.10
 2- 1	 1- 0	 1- 0	     1131.20	 2.084	0.19	0.20
 2- 1	 1- 0	 1- 1	      867.60	 1.630	0.20	0.20
 2- 1	 1- 0	 2- 0	     1561.44	 2.717	0.15	0.20
 2- 1	 1- 0	 2- 1	     1335.90	 1.985	0.15	0.20
 2- 1	 1- 0	 2- 2	     2115.21	 1.433	0.06	0.10
 2- 1	 1- 0	 3- 0	     3319.98	 3.195	0.07	0.10
 2- 1	 1- 0	 3- 1	     2625.95	 2.019	0.08	0.10
 2- 1	 1- 0	 3- 2	     4464.81	 2.375	0.05	0.10
 2- 1	 1- 0	 4- 0	     8458.45	Ej Spelad	0.10	0.10
 2- 1	 1- 0	 4- 2	    10789.95	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 0- 0	      906.82	 2.599	0.26	0.30
 2- 1	 1- 1	 0- 1	     1056.94	 1.544	0.15	0.10
 2- 1	 1- 1	 1- 0	      772.53	 3.923	0.32	0.30
 2- 1	 1- 1	 1- 1	      592.51	 2.106	0.36	0.40
 2- 1	 1- 1	 1- 2	     1175.94	 1.388	0.11	0.10
 2- 1	 1- 1	 1- 3	     2665.64	 1.592	0.06	0.10
 2- 1	 1- 1	 2- 0	     1066.35	 4.973	0.23	0.20
 2- 1	 1- 1	 2- 1	      912.32	 2.583	0.26	0.30
 2- 1	 1- 1	 2- 2	     1444.54	 2.098	0.15	0.10
 2- 1	 1- 1	 3- 0	     2267.32	 4.678	0.11	0.10
 2- 1	 1- 1	 3- 1	     1793.34	 3.943	0.14	0.10
 2- 1	 1- 1	 3- 2	     3049.15	 6.957	0.08	0.10
 2- 1	 1- 1	 4- 0	     5776.53	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 4- 1	     4912.52	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 4- 2	     7368.78	Ej Spelad	0.10	0.10
 2- 1	 1- 1	 5- 0	    14737.55	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 0- 0	     1542.27	 2.292	0.15	0.10
 2- 1	 1- 2	 0- 1	     1797.58	 1.686	0.10	0.10
 2- 1	 1- 2	 1- 0	     1313.88	 3.229	0.19	0.20
 2- 1	 1- 2	 1- 1	     1007.71	 3.007	0.24	0.20
 2- 1	 1- 2	 1- 2	     1999.97	 1.768	0.09	0.10
 2- 1	 1- 2	 2- 0	     1813.60	 5.848	0.13	0.10
 2- 1	 1- 2	 2- 1	     1551.63	 4.557	0.16	0.20
 2- 1	 1- 2	 2- 2	     2456.80	 4.317	0.10	0.10
 2- 1	 1- 2	 3- 0	     3856.13	 5.501	0.06	0.10
 2- 1	 1- 2	 3- 1	     3050.02	 6.955	0.08	0.10
 2- 1	 1- 2	 3- 3	    14155.87	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 4- 0	     9824.42	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 4- 1	     8354.96	Ej Spelad	0.10	0.10
 2- 1	 1- 2	 4- 2	    12532.43	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 0- 0	     3401.00	 6.237	0.07	0.10
 2- 1	 1- 3	 0- 1	     3964.01	 5.351	0.06	0.10
 2- 1	 1- 3	 1- 0	     2897.36	 7.321	0.08	0.10
 2- 1	 1- 3	 1- 1	     2222.18	 4.773	0.11	0.10
 2- 1	 1- 3	 1- 2	     4410.32	 4.810	0.06	0.10
 2- 1	 1- 3	 2- 0	     3999.33	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 2- 1	     3421.65	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 2- 2	     5417.71	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 2- 3	    16018.15	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 3- 0	     8503.50	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 3- 1	     6725.86	Ej Spelad	0.10	0.10
 2- 1	 1- 3	 3- 2	    11435.74	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 0- 0	    11092.51	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 0- 1	    12928.78	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 1- 0	     9449.86	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 1- 1	     7247.73	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 1- 2	    14384.43	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 2- 0	    13043.96	Ej Spelad	0.10	0.10
 2- 1	 1- 4	 2- 1	    11159.83	Ej Spelad	0.10	0.10
 2- 1	 2- 0	 2- 0	     2636.00	 1.609	0.06	0.10
 2- 1	 2- 0	 4- 0	    14279.46	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 0- 0	     1501.52	 1.570	0.11	0.10
 2- 1	 2- 1	 1- 0	     1279.17	 2.073	0.17	0.20
 2- 1	 2- 1	 1- 1	      981.08	 1.272	0.10	0.10
 2- 1	 2- 1	 2- 0	     1765.68	 3.003	0.14	0.10
 2- 1	 2- 1	 2- 1	     1510.64	 1.560	0.11	0.10
 2- 1	 2- 1	 3- 0	     3754.24	 5.650	0.06	0.10
 2- 1	 2- 1	 3- 1	     2969.42	 2.381	0.08	0.10
 2- 1	 2- 1	 4- 0	     9564.83	Ej Spelad	0.10	0.10
 2- 1	 2- 1	 4- 2	    12201.29	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 0- 0	     1988.52	 1.778	0.09	0.10
 2- 1	 2- 2	 1- 0	     1694.05	 2.504	0.14	0.10
 2- 1	 2- 2	 1- 1	     1299.28	 2.332	0.17	0.20
 2- 1	 2- 2	 1- 2	     2578.65	 1.645	0.07	0.10
 2- 1	 2- 2	 2- 0	     2338.35	 4.536	0.11	0.10
 2- 1	 2- 2	 2- 1	     2000.59	 3.534	0.12	0.10
 2- 1	 2- 2	 2- 2	     3167.66	 3.348	0.08	0.10
 2- 1	 2- 2	 3- 0	     4971.87	 4.266	0.05	0.10
 2- 1	 2- 2	 3- 1	     3932.51	 5.394	0.06	0.10
 2- 1	 2- 2	 4- 0	    12667.04	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 4- 1	    10772.39	Ej Spelad	0.10	0.10
 2- 1	 2- 2	 4- 2	    16158.59	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 0- 0	     4839.01	 4.384	0.05	0.10
 2- 1	 2- 3	 1- 0	     4122.42	 5.146	0.06	0.10
 2- 1	 2- 3	 1- 1	     3161.76	 6.709	0.07	0.10
 2- 1	 2- 3	 2- 0	     5690.32	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 2- 1	     4868.38	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 2- 2	     7708.43	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 3- 0	    12098.94	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 3- 1	     9569.68	Ej Spelad	0.10	0.10
 2- 1	 2- 3	 3- 2	    16270.99	Ej Spelad	0.10	0.10
 2- 1	 2- 4	 1- 0	    14624.78	Ej Spelad	0.10	0.10
 2- 1	 2- 4	 1- 1	    11216.73	Ej Spelad	0.10	0.10
 2- 1	 3- 1	 2- 0	     4381.84	 2.420	0.05	0.10
 2- 1	 3- 3	 2- 0	    11839.04	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 2- 1	    10128.96	Ej Spelad	0.10	0.10
 2- 1	 3- 3	 2- 2	    16037.84	Ej Spelad	0.10	0.10
 2- 2	 0- 0	 1- 0	     4019.08	 5.278	0.06	0.10
 2- 2	 0- 0	 1- 1	     3082.51	 6.881	0.08	0.10
 2- 2	 0- 0	 3- 2	    15863.12	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 0- 0	     4332.86	 4.896	0.06	0.10
 2- 2	 0- 1	 1- 0	     3691.23	 5.747	0.07	0.10
 2- 2	 0- 1	 1- 1	     2831.05	 7.493	0.08	0.10
 2- 2	 0- 1	 1- 3	    12736.65	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 2- 1	     4359.16	 4.866	0.06	0.10
 2- 2	 0- 1	 3- 0	    10833.42	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 3- 1	     8568.71	Ej Spelad	0.10	0.10
 2- 2	 0- 1	 3- 2	    14569.08	Ej Spelad	0.10	0.10
 2- 2	 0- 2	 1- 1	     4841.44	 4.381	0.05	0.10
 2- 2	 0- 2	 3- 1	    14653.55	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 0- 0	    14251.16	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 0- 1	    16610.32	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 1- 0	    12140.76	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 1- 1	     9311.56	Ej Spelad	0.10	0.10
 2- 2	 0- 3	 2- 1	    14337.66	Ej Spelad	0.10	0.10
 2- 2	 1- 0	 0- 0	     4448.59	 2.384	0.05	0.10
 2- 2	 1- 0	 1- 0	     3789.81	 5.597	0.06	0.10
 2- 2	 1- 0	 1- 1	     2906.66	 1.824	0.07	0.10
 2- 2	 1- 0	 2- 1	     4475.59	 2.370	0.05	0.10
 2- 2	 1- 0	 3- 0	    11122.76	Ej Spelad	0.10	0.10
 2- 2	 1- 0	 3- 2	    14958.20	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 0- 0	     3038.07	 3.491	0.08	0.10
 2- 2	 1- 1	 0- 1	     3541.00	 1.997	0.06	0.10
 2- 2	 1- 1	 1- 0	     2588.18	 4.098	0.10	0.10
 2- 2	 1- 1	 1- 1	     1985.05	 3.562	0.13	0.10
 2- 2	 1- 1	 1- 2	     3939.68	 2.692	0.06	0.10
 2- 2	 1- 1	 2- 0	     3572.55	 2.969	0.07	0.10
 2- 2	 1- 1	 2- 1	     3056.51	 2.313	0.07	0.10
 2- 2	 1- 1	 3- 2	    10215.40	Ej Spelad	0.10	0.10
 2- 2	 1- 1	 4- 1	    16458.15	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 1- 0	     4401.84	 4.819	0.06	0.10
 2- 2	 1- 2	 1- 1	     3376.06	 6.283	0.07	0.10
 2- 2	 1- 2	 3- 0	    12919.00	Ej Spelad	0.10	0.10
 2- 2	 1- 2	 3- 1	    10218.30	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 0- 0	    11394.20	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 0- 1	    13280.42	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 1- 0	     9706.88	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 1- 1	     7444.86	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 2- 0	    13398.73	Ej Spelad	0.10	0.10
 2- 2	 1- 3	 2- 1	    11463.36	Ej Spelad	0.10	0.10
 2- 2	 2- 1	 1- 0	     4285.53	 4.950	0.06	0.10
 2- 2	 2- 1	 1- 1	     3286.86	 1.613	0.05	0.10
 2- 2	 2- 1	 3- 0	    12577.64	Ej Spelad	0.10	0.10
 2- 2	 2- 2	 1- 1	     4352.90	 2.437	0.05	0.10
 2- 2	 2- 2	 3- 0	    16657.00	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 0- 0	    16211.89	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 1- 0	    13811.13	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 1- 1	    10592.68	Ej Spelad	0.10	0.10
 2- 2	 2- 3	 2- 1	    16310.29	Ej Spelad	0.10	0.10
 2- 3	 0- 0	 1- 1	    14579.41	Ej Spelad	0.10	0.10
 2- 3	 0- 1	 1- 1	    13390.09	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 0- 0	    14369.26	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 1- 0	    12241.37	Ej Spelad	0.10	0.10
 2- 3	 1- 1	 2- 1	    14456.48	Ej Spelad	0.10	0.10
 2- 3	 1- 2	 1- 1	    15967.86	Ej Spelad	0.10	0.10
 3- 0	 0- 0	 1- 0	     1013.98	 1.494	0.15	0.10
 3- 0	 0- 0	 1- 1	      777.69	 1.604	0.21	0.20
 3- 0	 0- 0	 2- 0	     1399.63	 1.894	0.14	0.10
 3- 0	 0- 0	 2- 1	     1197.46	 1.968	0.17	0.20
 3- 0	 0- 0	 2- 2	     1896.02	 1.598	0.09	0.10
 3- 0	 0- 0	 3- 0	     2975.94	 2.376	0.08	0.10
 3- 0	 0- 0	 3- 1	     2353.83	 2.253	0.09	0.10
 3- 0	 0- 0	 3- 3	    10924.68	Ej Spelad	0.10	0.10
 3- 0	 0- 0	 4- 0	     7581.92	Ej Spelad	0.10	0.10
 3- 0	 0- 0	 4- 1	     6447.87	Ej Spelad	0.10	0.10
 3- 0	 0- 0	 4- 2	     9671.81	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 0- 0	     1093.14	 1.294	0.10	0.10
 3- 0	 0- 1	 0- 1	     1274.10	 1.281	0.08	0.10
 3- 0	 0- 1	 1- 0	      931.26	 1.627	0.18	0.20
 3- 0	 0- 1	 1- 1	      714.25	 2.284	0.31	0.30
 3- 0	 0- 1	 1- 2	     1417.56	 1.360	0.09	0.10
 3- 0	 0- 1	 1- 3	     3213.35	 3.301	0.08	0.10
 3- 0	 0- 1	 2- 0	     1285.46	 1.834	0.15	0.20
 3- 0	 0- 1	 2- 1	     1099.78	 2.755	0.22	0.20
 3- 0	 0- 1	 2- 2	     1741.35	 1.740	0.11	0.10
 3- 0	 0- 1	 2- 4	    15388.36	Ej Spelad	0.10	0.10
 3- 0	 0- 1	 3- 0	     2733.18	 2.587	0.09	0.10
 3- 0	 0- 1	 3- 1	     2161.81	 3.271	0.11	0.10
 3- 0	 0- 2	 0- 0	     1869.41	 2.269	0.12	0.10
 3- 0	 0- 2	 0- 1	     2178.88	 1.947	0.09	0.10
 3- 0	 0- 2	 1- 0	     1592.58	 2.220	0.14	0.10
 3- 0	 0- 2	 1- 1	     1221.45	 3.473	0.20	0.20
 3- 0	 0- 2	 1- 2	     2424.19	 1.750	0.08	0.10
 3- 0	 0- 2	 2- 0	     2198.29	 1.608	0.08	0.10
 3- 0	 0- 2	 2- 1	     1880.76	 2.256	0.12	0.10
 3- 0	 0- 2	 3- 1	     3696.96	 1.913	0.05	0.10
 3- 0	 0- 3	 0- 0	     3595.44	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 0- 1	     4190.64	 5.062	0.06	0.10
 3- 0	 0- 3	 1- 0	     3063.01	 6.925	0.08	0.10
 3- 0	 0- 3	 1- 1	     2349.23	 9.029	0.09	0.10
 3- 0	 0- 3	 1- 2	     4662.46	 4.550	0.05	0.10
 3- 0	 0- 3	 2- 0	     4227.97	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 2- 1	     3617.27	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 2- 2	     5727.45	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 3- 0	     8989.66	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 3- 1	     7110.38	Ej Spelad	0.10	0.10
 3- 0	 0- 3	 3- 2	    12089.54	Ej Spelad	0.10	0.10
 3- 0	 0- 4	 0- 0	    10980.68	Ej Spelad	0.10	0.10
 3- 0	 0- 4	 0- 1	    12798.44	Ej Spelad	0.10	0.10
 3- 0	 0- 4	 1- 0	     9354.59	Ej Spelad	0.10	0.10
 3- 0	 0- 4	 1- 1	     7174.66	Ej Spelad	0.10	0.10
 3- 0	 0- 4	 1- 2	    14239.41	Ej Spelad	0.10	0.10
 3- 0	 0- 4	 2- 0	    12912.46	Ej Spelad	0.10	0.10
 3- 0	 0- 4	 2- 1	    11047.33	Ej Spelad	0.10	0.10
 3- 0	 1- 0	 2- 0	     1319.79	 1.786	0.14	0.10
 3- 0	 1- 0	 2- 1	     1129.15	 1.879	0.17	0.20
 3- 0	 1- 0	 3- 0	     2806.18	 1.890	0.07	0.10
 3- 0	 1- 0	 3- 1	     2219.55	 1.911	0.09	0.10
 3- 0	 1- 0	 4- 0	     7149.40	Ej Spelad	0.10	0.10
 3- 0	 1- 1	 1- 0	      652.97	 1.412	0.20	0.20
 3- 0	 1- 1	 2- 0	      901.32	 2.615	0.26	0.30
 3- 0	 1- 1	 2- 1	      771.13	 1.250	0.12	0.10
 3- 0	 1- 1	 3- 0	     1916.42	 2.767	0.13	0.10
 3- 0	 1- 1	 3- 1	     1515.80	 2.332	0.15	0.10
 3- 0	 1- 1	 3- 2	     2577.26	 2.058	0.08	0.10
 3- 0	 1- 1	 4- 0	     4882.54	 4.344	0.05	0.10
 3- 0	 1- 1	 4- 1	     4152.25	 5.109	0.06	0.10
 3- 0	 1- 1	 5- 0	    12456.74	Ej Spelad	0.10	0.10
 3- 0	 1- 2	 0- 0	     1303.59	 1.356	0.09	0.10
 3- 0	 1- 2	 1- 0	     1110.55	 2.388	0.21	0.20
 3- 0	 1- 2	 1- 1	      851.75	 1.245	0.11	0.10
 3- 0	 1- 2	 2- 0	     1532.92	 2.768	0.16	0.20
 3- 0	 1- 2	 2- 1	     1311.50	 1.244	0.07	0.10
 3- 0	 1- 2	 3- 0	     3259.35	 2.169	0.07	0.10
 3- 0	 1- 2	 3- 1	     2577.99	 2.743	0.09	0.10
 3- 0	 1- 3	 0- 0	     2874.66	 7.379	0.08	0.10
 3- 0	 1- 3	 0- 1	     3350.54	 6.331	0.07	0.10
 3- 0	 1- 3	 1- 0	     2448.96	 8.662	0.09	0.10
 3- 0	 1- 3	 1- 1	     1878.27	 5.647	0.13	0.10
 3- 0	 1- 3	 1- 2	     3727.77	 2.845	0.06	0.10
 3- 0	 1- 3	 2- 0	     3380.38	 6.275	0.07	0.10
 3- 0	 1- 3	 2- 1	     2892.11	 3.667	0.09	0.10
 3- 0	 1- 3	 2- 2	     4579.26	 4.632	0.05	0.10
 3- 0	 1- 3	 2- 3	    13539.15	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 3- 0	     7187.48	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 3- 1	     5684.95	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 3- 2	     9665.93	Ej Spelad	0.10	0.10
 3- 0	 1- 3	 4- 1	    15572.88	Ej Spelad	0.10	0.10
 3- 0	 1- 4	 0- 0	     9375.81	Ej Spelad	0.10	0.10
 3- 0	 1- 4	 0- 1	    10927.90	Ej Spelad	0.10	0.10
 3- 0	 1- 4	 1- 0	     7987.38	Ej Spelad	0.10	0.10
 3- 0	 1- 4	 1- 1	     6126.06	Ej Spelad	0.10	0.10
 3- 0	 1- 4	 1- 2	    12158.27	Ej Spelad	0.10	0.10
 3- 0	 1- 4	 2- 0	    11025.25	Ej Spelad	0.10	0.10
 3- 0	 1- 4	 2- 1	     9432.72	Ej Spelad	0.10	0.10
 3- 0	 1- 4	 2- 2	    14935.43	Ej Spelad	0.10	0.10
 3- 0	 2- 0	 2- 0	     2228.05	 1.360	0.05	0.10
 3- 0	 2- 0	 4- 0	    12069.54	Ej Spelad	0.10	0.10
 3- 0	 2- 1	 2- 0	     1492.42	 1.777	0.13	0.10
 3- 0	 2- 1	 3- 0	     3173.23	 1.671	0.06	0.10
 3- 0	 2- 1	 3- 1	     2509.87	 1.690	0.07	0.10
 3- 0	 2- 1	 4- 0	     8084.56	Ej Spelad	0.10	0.10
 3- 0	 2- 1	 4- 2	    10313.00	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 1- 0	     1431.87	 1.235	0.06	0.10
 3- 0	 2- 2	 2- 0	     1976.46	 1.789	0.10	0.10
 3- 0	 2- 2	 4- 0	    10706.66	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 4- 1	     9105.24	Ej Spelad	0.10	0.10
 3- 0	 2- 2	 4- 2	    13657.86	Ej Spelad	0.10	0.10
 3- 0	 2- 3	 0- 0	     4090.12	 2.593	0.06	0.10
 3- 0	 2- 3	 1- 0	     3484.43	 6.088	0.07	0.10
 3- 0	 2- 3	 1- 1	     2672.44	 7.937	0.09	0.10
 3- 0	 2- 3	 2- 0	     4809.67	Ej Spelad	0.10	0.10
 3- 0	 2- 3	 2- 1	     4114.94	 5.155	0.06	0.10
 3- 0	 2- 3	 3- 0	    10226.49	Ej Spelad	0.10	0.10
 3- 0	 2- 3	 3- 1	     8088.66	Ej Spelad	0.10	0.10
 3- 0	 2- 3	 3- 2	    13752.86	Ej Spelad	0.10	0.10
 3- 0	 2- 4	 0- 0	    14510.18	Ej Spelad	0.10	0.10
 3- 0	 2- 4	 1- 0	    12361.42	Ej Spelad	0.10	0.10
 3- 0	 2- 4	 1- 1	     9480.80	Ej Spelad	0.10	0.10
 3- 0	 2- 4	 2- 1	    14598.25	Ej Spelad	0.10	0.10
 3- 0	 3- 3	 2- 0	    10006.81	Ej Spelad	0.10	0.10
 3- 1	 0- 0	 1- 0	     1653.87	 1.832	0.12	0.10
 3- 1	 0- 0	 1- 1	     1268.46	 1.672	0.14	0.10
 3- 1	 0- 0	 2- 0	     2282.89	 1.549	0.07	0.10
 3- 1	 0- 0	 2- 1	     1953.14	 1.810	0.10	0.10
 3- 1	 0- 0	 3- 1	     3839.25	 1.842	0.05	0.10
 3- 1	 0- 0	 4- 0	    12366.63	Ej Spelad	0.10	0.10
 3- 1	 0- 0	 4- 1	    10516.92	Ej Spelad	0.10	0.10
 3- 1	 0- 0	 4- 2	    15775.38	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 0- 0	     1782.99	 1.983	0.12	0.10
 3- 1	 0- 1	 0- 1	     2078.15	 2.041	0.10	0.10
 3- 1	 0- 1	 1- 0	     1518.96	 2.793	0.16	0.20
 3- 1	 0- 1	 1- 1	     1164.99	 2.276	0.19	0.20
 3- 1	 0- 1	 2- 0	     2096.67	 3.372	0.12	0.10
 3- 1	 0- 1	 2- 1	     1793.81	 2.956	0.14	0.10
 3- 1	 0- 1	 2- 2	     2840.26	 1.867	0.07	0.10
 3- 1	 0- 1	 3- 0	     4458.00	 4.758	0.06	0.10
 3- 1	 0- 1	 3- 1	     3526.06	 3.008	0.07	0.10
 3- 1	 0- 1	 3- 3	    16365.32	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 4- 0	    11357.82	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 4- 1	     9659.00	Ej Spelad	0.10	0.10
 3- 1	 0- 1	 4- 2	    14488.50	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 0- 0	     3049.13	 1.739	0.06	0.10
 3- 1	 0- 2	 1- 0	     2597.60	 2.041	0.08	0.10
 3- 1	 0- 2	 1- 1	     1992.27	 3.549	0.13	0.10
 3- 1	 0- 2	 2- 0	     3585.55	 1.972	0.06	0.10
 3- 1	 0- 2	 2- 1	     3067.64	 3.457	0.08	0.10
 3- 1	 0- 2	 2- 3	    14360.90	Ej Spelad	0.10	0.10
 3- 1	 0- 2	 4- 1	    16518.07	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 0- 0	     5864.41	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 0- 1	     6835.22	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 0- 2	    11395.53	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 1- 0	     4995.97	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 1- 1	     3831.75	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 1- 2	     7604.79	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 2- 0	     6896.11	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 2- 1	     5900.01	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 2- 2	     9341.86	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 3- 0	    14662.74	Ej Spelad	0.10	0.10
 3- 1	 0- 3	 3- 1	    11597.52	Ej Spelad	0.10	0.10
 3- 1	 0- 4	 1- 0	    15257.97	Ej Spelad	0.10	0.10
 3- 1	 0- 4	 1- 1	    11702.36	Ej Spelad	0.10	0.10
 3- 1	 1- 0	 1- 0	     1559.52	 1.700	0.11	0.10
 3- 1	 1- 0	 2- 0	     2152.66	 1.642	0.08	0.10
 3- 1	 1- 0	 4- 0	    11661.17	Ej Spelad	0.10	0.10
 3- 1	 1- 0	 4- 1	     9916.97	Ej Spelad	0.10	0.10
 3- 1	 1- 0	 4- 2	    14875.46	Ej Spelad	0.10	0.10
 3- 1	 1- 1	 0- 0	     1250.18	 1.697	0.14	0.10
 3- 1	 1- 1	 1- 0	     1065.05	 2.490	0.22	0.20
 3- 1	 1- 1	 1- 1	      816.85	 1.237	0.11	0.10
 3- 1	 1- 1	 2- 0	     1470.12	 3.607	0.17	0.20
 3- 1	 1- 1	 2- 1	     1257.77	 1.205	0.06	0.10
 3- 1	 1- 1	 3- 0	     3125.81	 3.393	0.08	0.10
 3- 1	 1- 1	 3- 1	     2472.37	 1.716	0.07	0.10
 3- 1	 1- 1	 4- 0	     7963.76	Ej Spelad	0.10	0.10
 3- 1	 1- 1	 4- 1	     6772.60	Ej Spelad	0.10	0.10
 3- 1	 1- 1	 4- 2	    10158.90	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 0- 0	     2126.24	 1.663	0.08	0.10
 3- 1	 1- 2	 1- 0	     1811.37	 1.952	0.11	0.10
 3- 1	 1- 2	 2- 0	     2500.30	 4.242	0.10	0.10
 3- 1	 1- 2	 3- 1	     4204.88	 5.045	0.06	0.10
 3- 1	 1- 2	 4- 0	    13544.35	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 4- 1	    11518.48	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 0- 0	     4688.76	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 0- 2	     9111.05	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 1- 0	     3994.42	 5.310	0.06	0.10
 3- 1	 1- 3	 1- 1	     3063.59	 3.462	0.08	0.10
 3- 1	 1- 3	 3- 0	    11723.28	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 3- 2	    15765.78	Ej Spelad	0.10	0.10
 3- 1	 1- 4	 0- 0	    15292.58	Ej Spelad	0.10	0.10
 3- 1	 1- 4	 1- 0	    13027.96	Ej Spelad	0.10	0.10
 3- 1	 1- 4	 1- 1	     9992.02	Ej Spelad	0.10	0.10
