   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 3- 1	 1- 2	 2- 0	     4463.48	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 2- 1	     3818.76	 2.299	0.06	0.10
 3- 1	 1- 2	 3- 0	     9490.40	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 3- 1	     7506.45	Ej Spelad	0.10	0.10
 3- 1	 1- 2	 3- 2	    12762.96	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 0- 0	     8370.27	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 0- 1	     9755.91	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 0- 2	    16264.83	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 1- 0	     7130.75	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 1- 1	     5469.05	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 1- 2	    10854.32	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 2- 0	     9842.82	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 2- 1	     8421.08	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 2- 2	    13333.64	Ej Spelad	0.10	0.10
 3- 1	 1- 3	 3- 1	    16553.14	Ej Spelad	0.10	0.10
 3- 1	 2- 1	 1- 3	    10862.87	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 0- 0	     4893.98	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 0- 1	     5704.14	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 0- 2	     9509.81	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 1- 0	     4169.25	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 1- 1	     3197.68	 2.746	0.07	0.10
 3- 1	 2- 2	 1- 3	    14386.07	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 2- 0	     5754.95	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 3- 0	    12236.37	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 3- 1	     9678.38	Ej Spelad	0.10	0.10
 3- 1	 2- 2	 3- 2	    16455.81	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 0- 0	    11909.38	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 0- 1	    13880.89	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 1- 0	    10145.77	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 1- 1	     7781.47	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 1- 2	    15443.73	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 2- 0	    14004.55	Ej Spelad	0.10	0.10
 3- 1	 2- 3	 2- 1	    11981.67	Ej Spelad	0.10	0.10
 3- 1	 3- 2	 0- 1	    13520.53	Ej Spelad	0.10	0.10
 3- 1	 3- 2	 1- 0	     9882.38	Ej Spelad	0.10	0.10
 3- 1	 3- 2	 1- 1	     7579.46	Ej Spelad	0.10	0.10
 3- 1	 3- 2	 1- 2	    15042.80	Ej Spelad	0.10	0.10
 3- 1	 3- 2	 2- 0	    13640.98	Ej Spelad	0.10	0.10
 3- 1	 3- 2	 2- 1	    11670.62	Ej Spelad	0.10	0.10
 3- 1	 3- 3	 1- 1	    16189.81	Ej Spelad	0.10	0.10
 3- 2	 0- 0	 1- 1	     3562.34	 2.465	0.06	0.10
 3- 2	 0- 0	 1- 3	    16026.67	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 0- 0	     5007.33	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 0- 1	     5836.26	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 0- 2	     9730.08	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 1- 0	     4265.82	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 1- 1	     3271.74	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 1- 2	     6493.36	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 1- 3	    14719.29	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 2- 0	     5888.25	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 2- 1	     5037.73	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 2- 2	     7976.56	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 3- 0	    12519.80	Ej Spelad	0.10	0.10
 3- 2	 0- 1	 3- 1	     9902.55	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 0- 0	     8563.16	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 0- 1	     9980.72	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 0- 2	    16639.63	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 1- 0	     7295.07	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 1- 1	     5595.08	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 1- 2	    11104.44	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 2- 0	    10069.63	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 2- 1	     8615.13	Ej Spelad	0.10	0.10
 3- 2	 0- 2	 2- 2	    13640.89	Ej Spelad	0.10	0.10
 3- 2	 0- 3	 0- 0	    16469.55	Ej Spelad	0.10	0.10
 3- 2	 0- 3	 1- 0	    14030.64	Ej Spelad	0.10	0.10
 3- 2	 0- 3	 1- 1	    10761.04	Ej Spelad	0.10	0.10
 3- 2	 0- 3	 2- 1	    16569.52	Ej Spelad	0.10	0.10
 3- 2	 1- 1	 0- 0	     3510.99	 2.501	0.07	0.10
 3- 2	 1- 1	 0- 1	     4092.21	 2.146	0.05	0.10
 3- 2	 1- 1	 1- 0	     2991.06	 2.936	0.08	0.10
 3- 2	 1- 1	 1- 1	     2294.05	 3.828	0.11	0.10
 3- 2	 1- 1	 1- 3	    10320.72	Ej Spelad	0.10	0.10
 3- 2	 1- 1	 2- 0	     4128.66	 2.127	0.05	0.10
 3- 2	 1- 1	 2- 1	     3532.30	 2.486	0.07	0.10
 3- 2	 1- 1	 2- 3	    16536.17	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 0- 0	     5971.31	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 0- 1	     6959.82	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 0- 2	    11603.25	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 1- 0	     5087.04	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 1- 1	     3901.60	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 1- 2	     7743.42	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 2- 0	     7021.82	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 2- 1	     6007.56	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 2- 2	     9512.15	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 3- 0	    14930.02	Ej Spelad	0.10	0.10
 3- 2	 1- 2	 3- 1	    11808.93	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 0- 0	    13167.87	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 0- 1	    15347.71	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 1- 0	    11217.89	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 1- 1	     8603.75	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 2- 0	    15484.44	Ej Spelad	0.10	0.10
 3- 2	 1- 3	 2- 1	    13247.80	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 0- 0	     7699.06	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 0- 1	     8973.58	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 0- 2	    14960.56	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 1- 0	     6558.94	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 1- 1	     5030.49	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 1- 2	     9983.92	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 2- 0	     9053.53	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 2- 1	     7745.79	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 2- 2	    12264.42	Ej Spelad	0.10	0.10
 3- 2	 2- 2	 3- 1	    15225.74	Ej Spelad	0.10	0.10
 3- 2	 2- 3	 1- 0	    15961.03	Ej Spelad	0.10	0.10
 3- 2	 2- 3	 1- 1	    12241.58	Ej Spelad	0.10	0.10
 3- 2	 3- 2	 1- 0	    15546.67	Ej Spelad	0.10	0.10
 3- 2	 3- 2	 1- 1	    11923.78	Ej Spelad	0.10	0.10
 3- 3	 0- 0	 0- 0	    11217.04	Ej Spelad	0.10	0.10
 3- 3	 0- 0	 0- 1	    13073.93	Ej Spelad	0.10	0.10
 3- 3	 0- 0	 1- 0	     9555.95	Ej Spelad	0.10	0.10
 3- 3	 0- 0	 1- 1	     7329.10	Ej Spelad	0.10	0.10
 3- 3	 0- 0	 1- 2	    14545.92	Ej Spelad	0.10	0.10
 3- 3	 0- 0	 2- 0	    13190.41	Ej Spelad	0.10	0.10
 3- 3	 0- 0	 2- 1	    11285.13	Ej Spelad	0.10	0.10
 3- 3	 0- 1	 0- 0	    10302.01	Ej Spelad	0.10	0.10
 3- 3	 0- 1	 0- 1	    12007.42	Ej Spelad	0.10	0.10
 3- 3	 0- 1	 1- 0	     8776.42	Ej Spelad	0.10	0.10
 3- 3	 0- 1	 1- 1	     6731.23	Ej Spelad	0.10	0.10
 3- 3	 0- 1	 1- 2	    13359.34	Ej Spelad	0.10	0.10
 3- 3	 0- 1	 2- 0	    12114.39	Ej Spelad	0.10	0.10
 3- 3	 0- 1	 2- 1	    10364.54	Ej Spelad	0.10	0.10
 3- 3	 0- 1	 2- 2	    16410.84	Ej Spelad	0.10	0.10
 3- 3	 0- 2	 1- 0	    15008.76	Ej Spelad	0.10	0.10
 3- 3	 0- 2	 1- 1	    11511.22	Ej Spelad	0.10	0.10
 3- 3	 1- 0	 0- 0	    10577.16	Ej Spelad	0.10	0.10
 3- 3	 1- 0	 0- 1	    12328.12	Ej Spelad	0.10	0.10
 3- 3	 1- 0	 1- 2	    13716.14	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 0- 0	     7223.46	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 0- 1	     8419.24	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 0- 2	    14036.38	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 1- 0	     6153.76	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 1- 1	     4719.73	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 1- 2	     9367.16	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 2- 0	     8494.25	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 2- 1	     7267.30	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 2- 2	    11506.79	Ej Spelad	0.10	0.10
 3- 3	 1- 1	 3- 1	    14285.18	Ej Spelad	0.10	0.10
 3- 3	 1- 2	 0- 0	    12285.28	Ej Spelad	0.10	0.10
 3- 3	 1- 2	 0- 1	    14319.01	Ej Spelad	0.10	0.10
 3- 3	 1- 2	 1- 0	    10466.00	Ej Spelad	0.10	0.10
 3- 3	 1- 2	 1- 1	     8027.08	Ej Spelad	0.10	0.10
 3- 3	 1- 2	 1- 2	    15931.19	Ej Spelad	0.10	0.10
 3- 3	 1- 2	 2- 0	    14446.58	Ej Spelad	0.10	0.10
 3- 3	 1- 2	 2- 1	    12359.85	Ej Spelad	0.10	0.10
 3- 3	 2- 0	 1- 1	    11667.09	Ej Spelad	0.10	0.10
 3- 3	 2- 1	 0- 0	    11960.67	Ej Spelad	0.10	0.10
 3- 3	 2- 1	 0- 1	    13940.66	Ej Spelad	0.10	0.10
 3- 3	 2- 1	 1- 0	    10189.46	Ej Spelad	0.10	0.10
 3- 3	 2- 1	 1- 1	     7814.98	Ej Spelad	0.10	0.10
 3- 3	 2- 1	 1- 2	    15510.24	Ej Spelad	0.10	0.10
 3- 3	 2- 1	 2- 0	    14064.86	Ej Spelad	0.10	0.10
 3- 3	 2- 1	 2- 1	    12033.27	Ej Spelad	0.10	0.10
 3- 3	 2- 2	 0- 0	    15839.93	Ej Spelad	0.10	0.10
 3- 3	 2- 2	 1- 0	    13494.25	Ej Spelad	0.10	0.10
 3- 3	 2- 2	 1- 1	    10349.65	Ej Spelad	0.10	0.10
 3- 3	 2- 2	 2- 1	    15936.07	Ej Spelad	0.10	0.10
 4- 0	 0- 1	 0- 0	    12442.47	Ej Spelad	0.10	0.10
 4- 0	 0- 1	 0- 1	    14502.22	Ej Spelad	0.10	0.10
 4- 0	 0- 2	 1- 1	    13902.92	Ej Spelad	0.10	0.10
 4- 0	 1- 2	 0- 0	    14837.81	Ej Spelad	0.10	0.10
 4- 0	 1- 2	 1- 0	    12640.53	Ej Spelad	0.10	0.10
 4- 0	 1- 2	 1- 1	     9694.87	Ej Spelad	0.10	0.10
 4- 0	 1- 2	 2- 1	    14927.87	Ej Spelad	0.10	0.10
 4- 0	 2- 2	 1- 0	    16297.97	Ej Spelad	0.10	0.10
 4- 1	 0- 1	 0- 0	    13245.21	Ej Spelad	0.10	0.10
 4- 1	 0- 1	 0- 1	    15437.85	Ej Spelad	0.10	0.10
 4- 1	 0- 2	 1- 1	    14799.89	Ej Spelad	0.10	0.10
 4- 1	 1- 2	 0- 0	    15795.09	Ej Spelad	0.10	0.10
 4- 1	 1- 2	 1- 0	    13456.05	Ej Spelad	0.10	0.10
 4- 1	 1- 2	 1- 1	    10320.35	Ej Spelad	0.10	0.10
 4- 1	 1- 2	 2- 1	    15890.96	Ej Spelad	0.10	0.10
 4- 1	 2- 2	 1- 1	    13306.46	Ej Spelad	0.10	0.10
 4- 2	 0- 1	 0- 0	    13840.50	Ej Spelad	0.10	0.10
 4- 2	 0- 1	 0- 1	    16131.68	Ej Spelad	0.10	0.10
 4- 2	 0- 2	 1- 1	    15465.05	Ej Spelad	0.10	0.10
 4- 2	 1- 2	 0- 0	    16504.98	Ej Spelad	0.10	0.10
 4- 2	 1- 2	 1- 0	    14060.82	Ej Spelad	0.10	0.10
 4- 2	 1- 2	 1- 1	    10784.18	Ej Spelad	0.10	0.10
 4- 2	 1- 2	 2- 1	    16605.16	Ej Spelad	0.10	0.10
 4- 2	 2- 2	 1- 1	    13904.50	Ej Spelad	0.10	0.10
 4- 3	 1- 1	 1- 1	    15675.98	Ej Spelad	0.10	0.10
Beräknad vinstchans: 0.66 Totsumma: 2804.0 Spelat 294.4
Antal spelbara: 2804 Antal över 10: 0 Antal enkronor: 2804
Vinstchans med komb. över 10 kronor: 0.00 Vinstchans med enkronor: 0.66 
Spelat på odds över 250.00 : 294.41 kr
